fill_id,datetime_utc,date,market_question,market_id_short,side,action_plain,size_shares,price,notional_usd,mid,edge_vs_mid_cents,inv_yes_after,inv_no_after,net_inv_after,cash_after,fee,rebate
230,2026-07-19T17:58:00+00:00,2026-07-19,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),106.378,0.23,24.467,0.235,-0.5,93.9848,115.674,-21.6888,9637.14,0,0
231,2026-07-19T19:04:00+00:00,2026-07-19,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.26,26.8528,0.255,-0.5,197.265,115.674,81.5912,9610.29,0,0
232,2026-07-19T20:31:00+00:00,2026-07-19,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.27,27.8856,0.285,-1.5,93.9848,115.674,-21.6888,9638.18,0,0
233,2026-07-19T20:33:00+00:00,2026-07-19,Strait of Hormuz traffic returns to normal by December 31?,0x5c79dfde,sell_yes,Sold YES (ask lifted),106.378,0.54,57.4443,0.545,-0.5,3.0984,103.28,-100.182,9695.62,0,0
234,2026-07-19T21:44:00+00:00,2026-07-19,Will Harry Kane win the 2026 Ballon d'Or?,0x12dc2b61,sell_yes,Sold YES (ask lifted),29.1508,0.22,6.4132,0.228,-0.8,0,29.1508,-29.1508,9679.3,0,0
235,2026-07-19T21:46:00+00:00,2026-07-19,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.27,27.8856,0.265,-0.5,197.265,115.674,81.5912,9651.41,0,0
236,2026-07-19T22:25:00+00:00,2026-07-19,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),103.28,0.36,37.1808,0.365,-0.5,29.7612,112.575,-82.814,9688.59,0,0
237,2026-07-19T22:47:00+00:00,2026-07-19,Will Harry Kane win the 2026 Ballon d'Or?,0x12dc2b61,buy_yes,Bought YES (bid hit),38.1361,0.5,19.0681,0.4865,-1.35,38.1361,29.1508,8.98536,9669.52,0,0
238,2026-07-19T22:54:00+00:00,2026-07-19,Will Harry Kane win the 2026 Ballon d'Or?,0x12dc2b61,sell_yes,Sold YES (ask lifted),13.3103,0.43,5.7234,0.4345,-0.45,24.8258,29.1508,-4.32495,9675.25,0,0
239,2026-07-19T23:01:00+00:00,2026-07-19,Will Harry Kane win the 2026 Ballon d'Or?,0x12dc2b61,buy_yes,Bought YES (bid hit),11.9805,0.39,4.6724,0.387,-0.3,36.8063,29.1508,7.65553,9670.58,0,0
240,2026-07-19T23:01:00+00:00,2026-07-19,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.59,60.9352,0.585,-0.5,212.757,124.969,87.788,9609.64,0,0
241,2026-07-19T23:31:00+00:00,2026-07-19,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.26,26.8528,0.28,-2,93.9848,115.674,-21.6888,9636.49,0,0
242,2026-07-19T23:33:00+00:00,2026-07-19,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.26,26.8528,0.25,-1,197.265,115.674,81.5912,9609.64,0,0
243,2026-07-19T23:53:00+00:00,2026-07-19,Will Harry Kane win the 2026 Ballon d'Or?,0x12dc2b61,sell_yes,Sold YES (ask lifted),25.82,0.43,11.1026,0.438,-0.8,10.9863,29.1508,-18.1645,9620.74,0,0
244,2026-07-19T23:56:00+00:00,2026-07-19,Will Harry Kane win the 2026 Ballon d'Or?,0x12dc2b61,buy_yes,Bought YES (bid hit),11.9805,0.41,4.912,0.405,-0.5,22.9668,29.1508,-6.18399,9615.83,0,0
245,2026-07-20T00:00:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.25,25.82,0.33,-8,93.9848,115.674,-21.6888,9705.4,0,0
246,2026-07-20T00:08:00+00:00,2026-07-20,Will Harry Kane win the 2026 Ballon d'Or?,0x12dc2b61,buy_yes,Bought YES (bid hit),11.9805,0.44,5.2714,0.4265,-1.35,34.9473,29.1508,5.79649,9700.13,0,0
247,2026-07-20T00:13:00+00:00,2026-07-20,Will “The Late Show With Stephen Colbert” win Emmys 2026: Outstanding variety series?,0x607f376c,sell_yes,Sold YES (ask lifted),51.64,0.15,7.746,0.15,-0,51.64,51.64,0,9707.88,0,0
248,2026-07-20T05:48:00+00:00,2026-07-20,Strait of Hormuz traffic returns to normal by December 31?,0x5c79dfde,buy_yes,Bought YES (bid hit),103.28,0.52,53.7056,0.505,-1.5,106.378,103.28,3.0984,9654.17,0,0
249,2026-07-20T07:00:00+00:00,2026-07-20,Will Harry Kane win the 2026 Ballon d'Or?,0x12dc2b61,buy_yes,Bought YES (bid hit),26.7495,0.36,9.6298,0.3585,-0.15,61.6968,29.1508,32.546,9644.54,0,0
250,2026-07-20T07:15:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.24,24.7872,0.235,-0.5,197.265,115.674,81.5912,9619.76,0,0
251,2026-07-20T07:32:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.235,-0.5,93.9848,115.674,-21.6888,9643.51,0,0
252,2026-07-20T07:55:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),106.378,0.23,24.467,0.18,-5,200.363,115.674,84.6896,9619.04,0,0
253,2026-07-20T07:56:00+00:00,2026-07-20,Iran leadership change by December 31?,0x377e7fe6,buy_yes,Bought YES (bid hit),103.28,0.26,26.8528,0.255,-0.5,103.28,15.492,87.788,9592.19,0,0
254,2026-07-20T08:08:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.17,17.5576,0.175,-0.5,97.0832,115.674,-18.5904,9609.75,0,0
255,2026-07-20T08:53:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.17,17.5576,0.17,-0,200.363,115.674,84.6896,9592.19,0,0
256,2026-07-20T08:54:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.17,17.5576,0.175,-0.5,97.0832,115.674,-18.5904,9609.75,0,0
257,2026-07-20T08:55:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.17,17.5576,0.17,-0,200.363,115.674,84.6896,9592.19,0,0
258,2026-07-20T08:59:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.17,17.5576,0.175,-0.5,97.0832,115.674,-18.5904,9609.75,0,0
259,2026-07-20T09:01:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.17,17.5576,0.17,-0,200.363,115.674,84.6896,9592.19,0,0
260,2026-07-20T09:51:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.17,17.5576,0.175,-0.5,97.0832,115.674,-18.5904,9609.75,0,0
261,2026-07-20T09:53:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.17,17.5576,0.17,-0,200.363,115.674,84.6896,9592.19,0,0
262,2026-07-20T12:01:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),128.067,0.16,20.4908,0.18,-2,72.296,115.674,-43.3776,9612.68,0,0
263,2026-07-20T12:04:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.22,22.7216,0.2,-2,175.576,115.674,59.9024,9589.96,0,0
264,2026-07-20T12:06:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),112.575,0.21,23.6408,0.22,-1,63.0008,115.674,-52.6728,9613.6,0,0
265,2026-07-20T12:14:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),112.575,0.23,25.8923,0.23,-0,175.576,115.674,59.9024,9587.71,0,0
266,2026-07-20T12:20:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),106.378,0.22,23.4032,0.225,-0.5,69.1976,115.674,-46.476,9611.11,0,0
267,2026-07-20T13:55:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.23,-0,172.478,115.674,56.804,9587.36,0,0
268,2026-07-20T14:36:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.21,21.6888,0.21,-0,69.1976,115.674,-46.476,9609.05,0,0
269,2026-07-20T16:48:00+00:00,2026-07-20,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.54,55.7712,0.545,-0.5,109.477,124.969,-15.492,9664.82,0,0
270,2026-07-20T16:49:00+00:00,2026-07-20,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.54,55.7712,0.535,-0.5,212.757,124.969,87.788,9609.05,0,0
271,2026-07-20T16:50:00+00:00,2026-07-20,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.54,55.7712,0.545,-0.5,109.477,124.969,-15.492,9664.82,0,0
272,2026-07-20T17:43:00+00:00,2026-07-20,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.24,24.7872,0.225,-1.5,172.478,115.674,56.804,9640.03,0,0
273,2026-07-20T22:23:00+00:00,2026-07-20,Will Japan's core-core CPI increase by between 2.0 and 2.4% in 2026?,0x9013401c,sell_yes,Sold YES (ask lifted),13.4264,0.41,5.5048,0.57,-16,0,3.0984,-3.0984,9643.71,0,0
274,2026-07-20T22:53:00+00:00,2026-07-20,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),60.9352,0.32,19.4993,0.325,-0.5,43.894,59.386,-15.492,9663.21,0,0
275,2026-07-20T23:11:00+00:00,2026-07-20,Will Harry Kane win the 2026 Ballon d'Or?,0x12dc2b61,sell_yes,Sold YES (ask lifted),25.8975,0.36,9.3231,0.378,-1.8,35.7993,29.1508,6.64855,9672.53,0,0
276,2026-07-21T00:00:00+00:00,2026-07-21,Will “DTF St. Louis” win Emmys 2026: Outstanding limited or anthology series?,0x8096b13b,sell_yes,Sold YES (ask lifted),51.64,0.53,27.3692,0.565,-3.5,0,51.64,-51.64,9725.56,0,0
277,2026-07-21T00:00:00+00:00,2026-07-21,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.41,42.3448,0.405,-0.5,133.041,112.575,20.466,9683.22,0,0
278,2026-07-21T00:00:00+00:00,2026-07-21,Bab el-Mandeb Strait effectively closed by December 31?,0xd8659b58,sell_yes,Sold YES (ask lifted),103.28,0.36,37.1808,0.445,-8.5,0,103.28,-103.28,9654.3,0,0
279,2026-07-21T00:02:00+00:00,2026-07-21,Iran leadership change by December 31?,0x377e7fe6,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.235,-0.5,0,15.492,-15.492,9678.05,0,0
280,2026-07-21T00:02:00+00:00,2026-07-21,Will “DTF St. Louis” win Emmys 2026: Outstanding limited or anthology series?,0x8096b13b,buy_yes,Bought YES (bid hit),51.64,0.54,27.8856,0.495,-4.5,51.64,51.64,0,9650.17,0,0
281,2026-07-21T00:02:00+00:00,2026-07-21,Bab el-Mandeb Strait effectively closed by December 31?,0xd8659b58,buy_yes,Bought YES (bid hit),112.575,0.44,49.5331,0.34,-10,112.575,103.28,9.2952,9600.63,0,0
282,2026-07-21T00:04:00+00:00,2026-07-21,Will “DTF St. Louis” win Emmys 2026: Outstanding limited or anthology series?,0x8096b13b,sell_yes,Sold YES (ask lifted),51.64,0.54,27.8856,0.545,-0.5,0,51.64,-51.64,9628.52,0,0
283,2026-07-21T00:13:00+00:00,2026-07-21,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),103.28,0.41,42.3448,0.415,-0.5,29.7612,112.575,-82.814,9670.86,0,0
284,2026-07-21T01:37:00+00:00,2026-07-21,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.42,21.6888,0.415,-0.5,95.534,59.386,36.148,9649.17,0,0
285,2026-07-21T01:42:00+00:00,2026-07-21,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.42,21.6888,0.425,-0.5,43.894,59.386,-15.492,9670.86,0,0
286,2026-07-21T02:32:00+00:00,2026-07-21,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.43,22.2052,0.425,-0.5,95.534,59.386,36.148,9648.66,0,0
287,2026-07-21T04:57:00+00:00,2026-07-21,Will Stephen Root – “Widow’s Bay” win Emmys 2026: Outstanding supporting actor in a comedy series?,0xbca22b54,buy_yes,Bought YES (bid hit),51.64,0.39,20.1396,0.36,-3,51.64,0,51.64,9628.52,0,0
288,2026-07-21T05:44:00+00:00,2026-07-21,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.4,20.656,0.405,-0.5,43.894,59.386,-15.492,9649.17,0,0
289,2026-07-21T10:49:00+00:00,2026-07-21,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.21,21.6888,0.215,-0.5,69.1976,115.674,-46.476,9670.86,0,0
290,2026-07-21T12:43:00+00:00,2026-07-21,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.54,55.7712,0.535,-0.5,212.757,124.969,87.788,9615.09,0,0
291,2026-07-21T12:56:00+00:00,2026-07-21,Bab el-Mandeb Strait effectively closed by December 31?,0xd8659b58,sell_yes,Sold YES (ask lifted),103.28,0.33,34.0824,0.335,-0.5,9.2952,103.28,-93.9848,9649.17,0,0
292,2026-07-21T13:43:00+00:00,2026-07-21,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.53,54.7384,0.52,-1,183.425,103.28,80.1453,9594.44,0,0
293,2026-07-21T13:50:00+00:00,2026-07-21,Will “DTF St. Louis” win Emmys 2026: Outstanding limited or anthology series?,0x8096b13b,buy_yes,Bought YES (bid hit),51.64,0.43,22.2052,0.425,-0.5,51.64,51.64,0,9572.23,0,0
294,2026-07-21T15:21:00+00:00,2026-07-21,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.52,26.8528,0.51,-1,95.534,59.386,36.148,9545.38,0,0
295,2026-07-21T15:41:00+00:00,2026-07-21,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.5,25.82,0.505,-0.5,43.894,59.386,-15.492,9571.2,0,0
296,2026-07-21T16:34:00+00:00,2026-07-21,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.52,26.8528,0.495,-2.5,95.534,59.386,36.148,9544.34,0,0
297,2026-07-21T17:07:00+00:00,2026-07-21,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),54.7384,0.46,25.1797,0.465,-0.5,40.7956,59.386,-18.5904,9569.52,0,0
298,2026-07-21T17:42:00+00:00,2026-07-21,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.46,23.7544,0.46,-0,92.4356,59.386,33.0496,9545.77,0,0
299,2026-07-21T17:55:00+00:00,2026-07-21,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.27,27.8856,0.265,-0.5,172.478,115.674,56.804,9517.88,0,0
300,2026-07-21T17:59:00+00:00,2026-07-21,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),53.1892,0.44,23.4032,0.45,-1,39.2464,59.386,-20.1396,9541.29,0,0
301,2026-07-21T18:01:00+00:00,2026-07-21,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.44,22.7216,0.435,-0.5,90.8864,59.386,31.5004,9518.57,0,0
302,2026-07-21T18:04:00+00:00,2026-07-21,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.44,22.7216,0.455,-1.5,39.2464,59.386,-20.1396,9541.29,0,0
303,2026-07-21T18:28:00+00:00,2026-07-21,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.47,24.2708,0.465,-0.5,90.8864,59.386,31.5004,9517.02,0,0
304,2026-07-21T18:37:00+00:00,2026-07-21,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),109.477,0.56,61.307,0.57,-1,73.9485,103.28,-29.3315,9578.32,0,0
305,2026-07-21T19:15:00+00:00,2026-07-21,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.26,26.8528,0.265,-0.5,69.1976,115.674,-46.476,9605.18,0,0
306,2026-07-21T19:23:00+00:00,2026-07-21,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.47,24.2708,0.475,-0.5,39.2464,59.386,-20.1396,9629.45,0,0
307,2026-07-21T19:47:00+00:00,2026-07-21,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.43,44.4104,0.435,-0.5,109.477,124.969,-15.492,9673.86,0,0
308,2026-07-21T20:09:00+00:00,2026-07-21,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),106.378,0.6,63.827,0.575,-2.5,180.327,103.28,77.0469,9610.03,0,0
309,2026-07-21T20:55:00+00:00,2026-07-21,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.57,58.8696,0.57,-0,77.0469,103.28,-26.2331,9668.9,0,0
310,2026-07-21T21:10:00+00:00,2026-07-21,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.26,26.8528,0.255,-0.5,172.478,115.674,56.804,9642.05,0,0
311,2026-07-21T21:57:00+00:00,2026-07-21,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),54.7384,0.48,26.2744,0.465,-1.5,93.9848,59.386,34.5988,9615.77,0,0
312,2026-07-21T22:43:00+00:00,2026-07-21,Iran leadership change by December 31?,0x377e7fe6,buy_yes,Bought YES (bid hit),103.28,0.27,27.8856,0.265,-0.5,103.28,15.492,87.788,9587.89,0,0
313,2026-07-22T00:00:00+00:00,2026-07-22,Iran leadership change by December 31?,0x377e7fe6,sell_yes,Sold YES (ask lifted),103.28,0.27,27.8856,0.28,-1,0,15.492,-15.492,9669.24,0,0
314,2026-07-22T00:00:00+00:00,2026-07-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.25,25.82,0.44,-19,69.1976,115.674,-46.476,9695.06,0,0
315,2026-07-22T00:13:00+00:00,2026-07-22,Will Stephen Root – “Widow’s Bay” win Emmys 2026: Outstanding supporting actor in a comedy series?,0xbca22b54,sell_yes,Sold YES (ask lifted),51.64,0.26,13.4264,0.37,-11,0,0,0,9708.49,0,0
316,2026-07-22T01:34:00+00:00,2026-07-22,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.46,23.7544,0.465,-0.5,42.3448,59.386,-17.0412,9732.24,0,0
317,2026-07-22T02:54:00+00:00,2026-07-22,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.47,24.2708,0.465,-0.5,93.9848,59.386,34.5988,9707.97,0,0
318,2026-07-22T03:27:00+00:00,2026-07-22,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.44,45.4432,0.435,-0.5,212.757,124.969,87.788,9662.53,0,0
319,2026-07-22T03:41:00+00:00,2026-07-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.225,-0.5,172.478,115.674,56.804,9638.77,0,0
320,2026-07-22T08:52:00+00:00,2026-07-22,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.41,21.1724,0.41,-0,42.3448,59.386,-17.0412,9659.95,0,0
321,2026-07-22T09:20:00+00:00,2026-07-22,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),109.477,0.44,48.1698,0.445,-0.5,103.28,124.969,-21.6888,9708.12,0,0
322,2026-07-22T14:39:00+00:00,2026-07-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.25,25.82,0.26,-1,69.1976,115.674,-46.476,9733.94,0,0
323,2026-07-22T14:56:00+00:00,2026-07-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.25,25.82,0.245,-0.5,172.478,115.674,56.804,9708.12,0,0
324,2026-07-22T15:08:00+00:00,2026-07-22,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.4,20.656,0.395,-0.5,93.9848,59.386,34.5988,9687.46,0,0
325,2026-07-22T15:21:00+00:00,2026-07-22,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.6,61.968,0.595,-0.5,180.327,103.28,77.0469,9625.49,0,0
326,2026-07-22T15:26:00+00:00,2026-07-22,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.61,63.0008,0.64,-3,77.0469,103.28,-26.2331,9688.49,0,0
327,2026-07-22T18:50:00+00:00,2026-07-22,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.33,17.0412,0.345,-1.5,42.3448,59.386,-17.0412,9705.53,0,0
328,2026-07-22T19:35:00+00:00,2026-07-22,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.37,19.1068,0.365,-0.5,93.9848,59.386,34.5988,9686.43,0,0
329,2026-07-22T19:50:00+00:00,2026-07-22,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),53.1892,0.37,19.68,0.375,-0.5,40.7956,59.386,-18.5904,9706.11,0,0
330,2026-07-22T20:34:00+00:00,2026-07-22,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.39,20.1396,0.385,-0.5,92.4356,59.386,33.0496,9685.97,0,0
331,2026-07-22T21:16:00+00:00,2026-07-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),115.674,0.24,27.7617,0.25,-1,56.804,115.674,-58.8696,9713.73,0,0
332,2026-07-22T21:35:00+00:00,2026-07-22,Bab el-Mandeb Strait effectively closed by December 31?,0xd8659b58,buy_yes,Bought YES (bid hit),103.28,0.37,38.2136,0.365,-0.5,112.575,103.28,9.2952,9675.52,0,0
333,2026-07-22T22:10:00+00:00,2026-07-22,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.3,30.984,0.295,-0.5,160.084,115.674,44.4104,9644.53,0,0
334,2026-07-23T00:00:00+00:00,2026-07-23,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.49,50.6072,0.485,-0.5,133.041,112.575,20.466,9655.36,0,0
335,2026-07-23T00:51:00+00:00,2026-07-23,Bab el-Mandeb Strait effectively closed by December 31?,0xd8659b58,sell_yes,Sold YES (ask lifted),109.477,0.37,40.5064,0.375,-0.5,3.0984,103.28,-100.182,9695.87,0,0
336,2026-07-23T02:40:00+00:00,2026-07-23,Bab el-Mandeb Strait effectively closed by December 31?,0xd8659b58,buy_yes,Bought YES (bid hit),103.28,0.39,40.2792,0.375,-1.5,106.378,103.28,3.0984,9655.59,0,0
337,2026-07-23T03:41:00+00:00,2026-07-23,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.63,65.0664,0.625,-0.5,180.327,103.28,77.0469,9590.52,0,0
338,2026-07-23T08:28:00+00:00,2026-07-23,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.27,27.8856,0.275,-0.5,56.804,115.674,-58.8696,9618.41,0,0
339,2026-07-23T08:35:00+00:00,2026-07-23,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.31,16.0084,0.315,-0.5,40.7956,59.386,-18.5904,9634.42,0,0
340,2026-07-23T08:57:00+00:00,2026-07-23,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.31,16.0084,0.305,-0.5,92.4356,59.386,33.0496,9618.41,0,0
341,2026-07-23T09:40:00+00:00,2026-07-23,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.31,16.0084,0.415,-10.5,40.7956,59.386,-18.5904,9634.42,0,0
342,2026-07-23T10:28:00+00:00,2026-07-23,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),109.477,0.65,71.1599,0.665,-1.5,70.8501,103.28,-32.4299,9705.58,0,0
343,2026-07-23T10:29:00+00:00,2026-07-23,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.44,45.4432,0.435,-0.5,206.56,124.969,81.5912,9660.13,0,0
