fill_id,datetime_utc,date,market_question,market_id_short,side,action_plain,size_shares,price,notional_usd,mid,edge_vs_mid_cents,inv_yes_after,inv_no_after,net_inv_after,cash_after,fee,rebate
1869,2026-05-31T08:49:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,buy_yes,Bought YES (bid hit),69.4042,0.59,40.9485,0.56,-3,95.277,63.827,31.45,9140.21,0,0
1870,2026-05-31T09:00:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,sell_yes,Sold YES (ask lifted),61.968,0.56,34.7021,0.57,-1,33.309,63.827,-30.518,9174.91,0,0
1871,2026-05-31T09:01:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),49.2646,0.38,18.7205,0.365,-1.5,82.7273,50.1941,32.5332,9156.19,0,0
1872,2026-05-31T09:03:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,buy_yes,Bought YES (bid hit),65.6861,0.56,36.7842,0.49,-7,98.9951,63.827,35.1681,9119.41,0,0
1873,2026-05-31T09:27:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.36,16.7314,0.385,-2.5,36.2513,50.1941,-13.9428,9136.14,0,0
1874,2026-05-31T09:28:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,sell_yes,Sold YES (ask lifted),61.968,0.56,34.7021,0.57,-1,37.0271,63.827,-26.7999,9170.84,0,0
1875,2026-05-31T09:32:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,buy_yes,Bought YES (bid hit),61.968,0.55,34.0824,0.495,-5.5,98.9951,63.827,35.1681,9136.76,0,0
1876,2026-05-31T09:45:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.38,17.6609,0.265,-11.5,82.7273,50.1941,32.5332,9119.1,0,0
1877,2026-05-31T09:50:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),109.477,0.23,25.1797,0.23,-0,191.06,121.87,69.1893,9093.92,0,0
1878,2026-05-31T09:52:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),47.9219,0.25,11.9805,0.26,-1,143.138,121.87,21.2674,9105.9,0,0
1879,2026-05-31T10:00:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),47.9219,0.25,11.9805,0.255,-0.5,95.2159,121.87,-26.6545,9117.88,0,0
1880,2026-05-31T10:03:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,sell_yes,Sold YES (ask lifted),69.4042,0.51,35.3961,0.53,-2,29.591,63.827,-34.2361,9153.27,0,0
1881,2026-05-31T10:13:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,buy_yes,Bought YES (bid hit),61.968,0.56,34.7021,0.51,-5,91.559,63.827,27.7319,9118.57,0,0
1882,2026-05-31T10:17:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),47.9219,0.22,10.5428,0.215,-0.5,143.138,121.87,21.2674,9108.03,0,0
1883,2026-05-31T10:17:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,sell_yes,Sold YES (ask lifted),91.7126,0.54,49.5248,0.55,-1,0,63.9807,-63.9807,9157.48,0,0
1884,2026-05-31T10:24:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),47.9219,0.25,11.9805,0.26,-1,95.2159,121.87,-26.6545,9169.46,0,0
1885,2026-05-31T10:24:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,buy_yes,Bought YES (bid hit),65.6861,0.58,38.0979,0.575,-0.5,65.6861,63.9807,1.70536,9131.37,0,0
1886,2026-05-31T10:38:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.27,12.5485,0.275,-0.5,36.2513,50.1941,-13.9428,9143.91,0,0
1887,2026-05-31T10:45:00+00:00,2026-05-31,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,buy_yes,Bought YES (bid hit),46.476,0.5,23.238,0.49,-1,69.807,63.2074,6.59959,9120.68,0,0
1888,2026-05-31T10:48:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,sell_yes,Sold YES (ask lifted),69.4042,0.56,38.8663,0.565,-0.5,0,67.6988,-67.6988,9157.91,0,0
1889,2026-05-31T10:50:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),47.9219,0.23,11.022,0.22,-1,143.138,121.87,21.2674,9146.88,0,0
1890,2026-05-31T10:55:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,buy_yes,Bought YES (bid hit),28.7532,0.55,15.8142,0.475,-7.5,28.7532,67.6988,-38.9456,9131.07,0,0
1891,2026-05-31T11:02:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),47.9219,0.25,11.9805,0.26,-1,95.2159,121.87,-26.6545,9143.05,0,0
1892,2026-05-31T11:07:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,buy_yes,Bought YES (bid hit),32.2035,0.56,18.034,0.56,-0,60.9567,67.6988,-6.74212,9125.02,0,0
1893,2026-05-31T11:22:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,buy_yes,Bought YES (bid hit),61.968,0.56,34.7021,0.48,-8,122.925,67.6988,55.2259,9090.31,0,0
1894,2026-05-31T11:50:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.23,-0,198.496,121.87,76.6255,9066.56,0,0
1895,2026-05-31T13:02:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.27,27.8856,0.275,-0.5,95.2159,121.87,-26.6545,9094.45,0,0
1896,2026-05-31T13:16:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.225,-0.5,198.496,121.87,76.6255,9070.69,0,0
1897,2026-05-31T16:04:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.25,25.82,0.26,-1,95.2159,121.87,-26.6545,9096.51,0,0
1898,2026-05-31T16:15:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.29,13.478,0.27,-2,82.7273,50.1941,32.5332,9083.03,0,0
1899,2026-05-31T16:52:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),109.477,0.23,25.1797,0.225,-0.5,204.693,121.87,82.8223,9057.85,0,0
1900,2026-05-31T17:03:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),47.9219,0.25,11.9805,0.255,-0.5,156.771,121.87,34.9004,9069.83,0,0
1901,2026-05-31T17:07:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),47.9219,0.25,11.9805,0.255,-0.5,108.849,121.87,-13.0215,9081.81,0,0
1902,2026-05-31T17:13:00+00:00,2026-05-31,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.54,27.8856,0.545,-0.5,51.64,53.1892,-1.5492,9109.7,0,0
1903,2026-05-31T17:24:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),47.9219,0.23,11.022,0.22,-1,156.771,121.87,34.9004,9098.68,0,0
1904,2026-05-31T17:45:00+00:00,2026-05-31,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,sell_yes,Sold YES (ask lifted),46.476,0.53,24.6323,0.545,-1.5,23.331,63.2074,-39.8764,9123.31,0,0
1905,2026-05-31T18:10:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.24,24.7872,0.255,-1.5,53.4908,121.87,-68.3796,9148.1,0,0
1906,2026-05-31T18:37:00+00:00,2026-05-31,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,buy_yes,Bought YES (bid hit),47.8703,0.5,23.9351,0.46,-4,71.2012,63.2074,7.99387,9124.16,0,0
1907,2026-05-31T18:40:00+00:00,2026-05-31,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.75,77.46,0.745,-0.5,120.838,64.6533,56.1843,9046.7,0,0
1908,2026-05-31T19:05:00+00:00,2026-05-31,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,sell_yes,Sold YES (ask lifted),46.476,0.49,22.7732,0.545,-5.5,24.7252,63.2074,-38.4821,9069.48,0,0
1909,2026-05-31T20:01:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.23,10.6895,0.35,-12,36.2513,50.1941,-13.9428,9080.17,0,0
1910,2026-05-31T20:47:00+00:00,2026-05-31,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),106.378,0.23,24.467,0.23,-0,159.869,121.87,37.9988,9055.7,0,0
1911,2026-05-31T20:49:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.32,14.8723,0.31,-1,82.7273,50.1941,32.5332,9040.83,0,0
1912,2026-05-31T22:11:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),47.8703,0.31,14.8398,0.335,-2.5,34.857,50.1941,-15.3371,9055.67,0,0
1913,2026-05-31T22:25:00+00:00,2026-05-31,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.34,15.8018,0.33,-1,81.333,50.1941,31.1389,9039.86,0,0
1914,2026-06-01T00:00:00+00:00,2026-06-01,Will Édouard Philippe win the 2027 French presidential election?,0x46f2f457,sell_yes,Sold YES (ask lifted),51.64,0.22,11.3608,0.345,-12.5,51.64,53.1892,-1.5492,9072.51,0,0
1915,2026-06-01T00:00:00+00:00,2026-06-01,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.13,13.4264,0.1,-3,106.378,106.378,0,9059.08,0,0
1916,2026-06-01T00:00:00+00:00,2026-06-01,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.17,17.5576,0.345,-17.5,6.1968,103.28,-97.0832,9076.64,0,0
1917,2026-06-01T00:00:00+00:00,2026-06-01,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.53,27.3692,0.38,-15,103.28,53.1892,50.0908,9049.27,0,0
1918,2026-06-01T00:01:00+00:00,2026-06-01,Will Harry Kane win the 2026 Ballon d'Or?,0x12dc2b61,buy_yes,Bought YES (bid hit),25.82,0.28,7.2296,0.2795,-0.05,25.82,24.9679,0.85206,9042.04,0,0
1919,2026-06-01T00:03:00+00:00,2026-06-01,Will Édouard Philippe win the 2027 French presidential election?,0x46f2f457,buy_yes,Bought YES (bid hit),51.64,0.31,16.0084,0.105,-20.5,103.28,53.1892,50.0908,9026.03,0,0
1920,2026-06-01T00:09:00+00:00,2026-06-01,Will Édouard Philippe win the 2027 French presidential election?,0x46f2f457,sell_yes,Sold YES (ask lifted),51.64,0.15,7.746,0.165,-1.5,51.64,53.1892,-1.5492,9033.78,0,0
1921,2026-06-01T00:22:00+00:00,2026-06-01,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.6,61.968,0.75,-15,17.5576,64.6533,-47.0957,9095.75,0,0
1922,2026-06-01T00:57:00+00:00,2026-06-01,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,sell_yes,Sold YES (ask lifted),61.968,0.42,26.0266,0.5,-8,60.9567,67.6988,-6.74212,9121.78,0,0
1923,2026-06-01T01:08:00+00:00,2026-06-01,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),50.6588,0.23,11.6515,0.235,-0.5,30.6742,50.1941,-19.5199,9133.43,0,0
1924,2026-06-01T01:17:00+00:00,2026-06-01,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.34,35.1152,0.34,-0,109.477,103.28,6.1968,9098.31,0,0
1925,2026-06-01T01:30:00+00:00,2026-06-01,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),47.8703,0.23,11.0102,0.23,-0,78.5444,50.1941,28.3504,9087.3,0,0
1926,2026-06-01T01:33:00+00:00,2026-06-01,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.23,10.6895,0.235,-0.5,32.0684,50.1941,-18.1256,9097.99,0,0
1927,2026-06-01T01:34:00+00:00,2026-06-01,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.23,10.6895,0.225,-0.5,78.5444,50.1941,28.3504,9087.3,0,0
1928,2026-06-01T02:28:00+00:00,2026-06-01,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.4,24.7872,0.39,-1,93.6907,94.811,-1.12038,9062.51,0,0
1929,2026-06-01T02:46:00+00:00,2026-06-01,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,buy_yes,Bought YES (bid hit),46.476,0.49,22.7732,0.43,-6,71.2012,63.2074,7.99387,9039.74,0,0
1930,2026-06-01T02:50:00+00:00,2026-06-01,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,sell_yes,Sold YES (ask lifted),46.476,0.47,21.8437,0.495,-2.5,24.7252,63.2074,-38.4821,9061.58,0,0
1931,2026-06-01T03:42:00+00:00,2026-06-01,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,buy_yes,Bought YES (bid hit),46.476,0.45,20.9142,0.43,-2,71.2012,63.2074,7.99387,9040.67,0,0
1932,2026-06-01T03:47:00+00:00,2026-06-01,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,sell_yes,Sold YES (ask lifted),46.476,0.47,21.8437,0.495,-2.5,24.7252,63.2074,-38.4821,9062.51,0,0
1933,2026-06-01T04:07:00+00:00,2026-06-01,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,buy_yes,Bought YES (bid hit),46.476,0.45,20.9142,0.43,-2,71.2012,63.2074,7.99387,9041.6,0,0
1934,2026-06-01T04:11:00+00:00,2026-06-01,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,sell_yes,Sold YES (ask lifted),46.476,0.47,21.8437,0.495,-2.5,24.7252,63.2074,-38.4821,9063.44,0,0
1935,2026-06-01T04:42:00+00:00,2026-06-01,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,buy_yes,Bought YES (bid hit),46.476,0.45,20.9142,0.43,-2,71.2012,63.2074,7.99387,9042.53,0,0
1936,2026-06-01T04:47:00+00:00,2026-06-01,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,sell_yes,Sold YES (ask lifted),46.476,0.47,21.8437,0.495,-2.5,24.7252,63.2074,-38.4821,9064.37,0,0
1937,2026-06-01T05:07:00+00:00,2026-06-01,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,buy_yes,Bought YES (bid hit),46.476,0.45,20.9142,0.425,-2.5,71.2012,63.2074,7.99387,9043.46,0,0
1938,2026-06-01T05:34:00+00:00,2026-06-01,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,sell_yes,Sold YES (ask lifted),46.476,0.47,21.8437,0.48,-1,24.7252,63.2074,-38.4821,9065.3,0,0
1939,2026-06-01T05:53:00+00:00,2026-06-01,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,buy_yes,Bought YES (bid hit),46.476,0.44,20.4494,0.425,-1.5,71.2012,63.2074,7.99387,9044.85,0,0
1940,2026-06-01T05:57:00+00:00,2026-06-01,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,sell_yes,Sold YES (ask lifted),47.8703,0.46,22.0203,0.48,-2,23.331,63.2074,-39.8764,9066.87,0,0
1941,2026-06-01T06:14:00+00:00,2026-06-01,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,buy_yes,Bought YES (bid hit),46.476,0.44,20.4494,0.425,-1.5,69.807,63.2074,6.59959,9046.42,0,0
1942,2026-06-01T06:31:00+00:00,2026-06-01,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,sell_yes,Sold YES (ask lifted),46.476,0.47,21.8437,0.48,-1,23.331,63.2074,-39.8764,9068.27,0,0
1943,2026-06-01T06:34:00+00:00,2026-06-01,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),103.28,0.12,12.3936,0.12,-0,3.0984,106.378,-103.28,9080.66,0,0
1944,2026-06-01T06:37:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.21,21.6888,0.265,-5.5,56.5892,121.87,-65.2812,9102.35,0,0
1945,2026-06-01T07:22:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.25,25.82,0.19,-6,159.869,121.87,37.9988,9076.53,0,0
1946,2026-06-01T07:28:00+00:00,2026-06-01,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,buy_yes,Bought YES (bid hit),61.968,0.53,32.843,0.46,-7,122.925,67.6988,55.2259,9043.69,0,0
1947,2026-06-01T07:32:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.2,20.656,0.245,-4.5,56.5892,121.87,-65.2812,9064.34,0,0
1948,2026-06-01T07:34:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.24,24.7872,0.225,-1.5,159.869,121.87,37.9988,9039.56,0,0
1949,2026-06-01T07:35:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.26,-3,56.5892,121.87,-65.2812,9063.31,0,0
1950,2026-06-01T07:38:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.225,-0.5,159.869,121.87,37.9988,9039.56,0,0
1951,2026-06-01T07:40:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),106.378,0.24,25.5308,0.245,-0.5,53.4908,121.87,-68.3796,9065.09,0,0
1952,2026-06-01T07:41:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.24,24.7872,0.225,-1.5,156.771,121.87,34.9004,9040.3,0,0
1953,2026-06-01T07:42:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.25,-2,53.4908,121.87,-68.3796,9064.05,0,0
1954,2026-06-01T07:44:00+00:00,2026-06-01,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.33,20.4494,0.325,-0.5,155.659,94.811,60.8476,9043.6,0,0
1955,2026-06-01T07:47:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.25,25.82,0.17,-8,156.771,121.87,34.9004,9017.78,0,0
1956,2026-06-01T07:47:00+00:00,2026-06-01,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),65.6861,0.38,24.9607,0.39,-1,89.9726,94.811,-4.83846,9042.75,0,0
1957,2026-06-01T07:49:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),109.477,0.2,21.8954,0.235,-3.5,47.294,121.87,-74.5764,9064.64,0,0
1958,2026-06-01T07:50:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.225,-0.5,150.574,121.87,28.7036,9040.89,0,0
1959,2026-06-01T07:51:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.25,-2,47.294,121.87,-74.5764,9064.64,0,0
1960,2026-06-01T07:51:00+00:00,2026-06-01,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.24,11.1542,0.245,-0.5,32.0684,50.1941,-18.1256,9075.8,0,0
1961,2026-06-01T07:54:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),115.674,0.27,31.2319,0.245,-2.5,162.968,121.87,41.0972,9044.56,0,0
1962,2026-06-01T07:57:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.24,24.7872,0.26,-2,59.6876,121.87,-62.1828,9069.35,0,0
1963,2026-06-01T07:57:00+00:00,2026-06-01,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.42,26.0266,0.445,-2.5,28.0046,94.811,-66.8065,9095.38,0,0
1964,2026-06-01T07:58:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),115.674,0.25,28.9184,0.245,-0.5,175.361,121.87,53.4908,9066.46,0,0
1965,2026-06-01T08:00:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.255,-2.5,72.0812,121.87,-49.7892,9090.21,0,0
1966,2026-06-01T08:01:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),106.378,0.25,26.5946,0.245,-0.5,178.46,121.87,56.5892,9063.62,0,0
1967,2026-06-01T08:04:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),109.477,0.23,25.1797,0.24,-1,68.9828,121.87,-52.8876,9088.8,0,0
1968,2026-06-01T08:11:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.25,25.82,0.225,-2.5,172.263,121.87,50.3924,9062.98,0,0
1969,2026-06-01T08:12:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),106.378,0.23,24.467,0.25,-2,65.8844,121.87,-55.986,9087.45,0,0
1970,2026-06-01T08:16:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.24,24.7872,0.23,-1,169.164,121.87,47.294,9062.66,0,0
1971,2026-06-01T08:17:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.24,24.7872,0.255,-1.5,65.8844,121.87,-55.986,9087.45,0,0
1972,2026-06-01T08:21:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),106.378,0.23,24.467,0.23,-0,172.263,121.87,50.3924,9062.98,0,0
1973,2026-06-01T08:22:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.24,24.7872,0.255,-1.5,68.9828,121.87,-52.8876,9087.77,0,0
1974,2026-06-01T08:23:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),115.674,0.25,28.9184,0.245,-0.5,184.656,121.87,62.786,9058.85,0,0
1975,2026-06-01T08:36:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.25,-2,81.3764,121.87,-40.494,9082.6,0,0
1976,2026-06-01T08:37:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.24,24.7872,0.235,-0.5,184.656,121.87,62.786,9057.81,0,0
1977,2026-06-01T08:39:00+00:00,2026-06-01,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),67.5451,0.39,26.3426,0.385,-0.5,95.5497,94.811,0.738659,9031.47,0,0
1978,2026-06-01T08:40:00+00:00,2026-06-01,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.26,-3,81.3764,121.87,-40.494,9055.23,0,0
